id;successful_forward_passes_percent;fouls_avg;successful_vertical_passes_percent;dribbles_avg;back_pass_to_gk_avg;forward_passes_avg;deep_completed_cross_avg;successful_attacking_actions_avg;accelerations_avg;third_position;minutes_on_field;prevented_goals;through_passes_avg;height;goals;market_value;foul_suffered_avg;accurate_passes_to_final_third_percent;defensive_duels_won;primary_position_percent;shots_avg;full_name;aerial_duels_won;last_club_name;back_passes_avg;shots;progressive_run_avg;successful_through_passes_percent;received_long_pass_avg;successful_dribbles_percent;crosses_avg;current_team_logo;duels_avg;successful_cross_from_left_percent;goalkeeper_exits_avg;domestic_competition_name;accurate_short_medium_pass_percent;key_passes_avg;pre_assist_avg;passport_country_codes;xg_shot;non_penalty_goal;foot;total_matches;defensive_duels_avg;short_medium_pass_avg;long_passes_avg;tackle_avg;passes_avg;cross_from_right_avg;conceded_goals;direct_free_kicks_taken_avg;deep_completed_pass_avg;passes_to_final_third_avg;shots_against;direct_free_kicks_on_target_percent;offensive_duels_won;smart_passes_avg;penalties_conversion_percent;free_kicks_taken_avg;aerial_duels_avg;cross_to_goalie_box_avg;birth_date;yellow_cards_avg;pre_pre_assist_avg;accurate_passes_percent;birth_country_code;xg_shot_avg;xg_assist;duels_won;conceded_goals_avg;image;successful_long_passes_percent;assists_avg;accurate_crosses_percent;on_loan;current_team_name;yellow_cards;weight;possession_adjusted_interceptions;offensive_duels_avg;positions;pass_to_penalty_area_avg;cross_from_left_avg;accurate_smart_passes_percent;penalties_taken;red_cards_avg;head_goals;progressive_pass_avg;received_pass_avg;name;average_pass_length;secondary_position_percent;successful_progressive_pass_percent;xg_save_avg;current_team_color;successful_back_passes_percent;successful_defensive_actions_avg;possession_adjusted_tackle;corners_taken_avg;shot_assists_avg;clean_sheets;red_cards;shot_block_avg;head_goals_avg;xg_save;interceptions_avg;assists;primary_position;goal_conversion_percent;average_long_pass_length;successful_cross_from_right_percent;save_percent;goals_avg;passport_country_names;gk_aerial_duels_avg;prevented_goals_avg;contract_expires;accurate_pass_to_penalty_area_percent;vertical_passes_avg;birth_day;non_penalty_goal_avg;shots_on_target_percent;xg_assist_avg;touch_in_box_avg;secondary_position;shots_against_avg;age;third_position_percent;birth_country_name;League;Group;primary_position_ESP;position_gen_ESP1;secondary_position_ESP;position_gen_ESP2;third_position_ESP;position_gen_ESP3
-403112;54.55;0.96;53.73;6.63;0.06;3.54;0.58;4.7;0.58;0;1475;0.0;0.13;0;2;0;2.38;53.85;60.67;52;1.54;Dawda Dambelleh Danso;28.85;atlético paso;2.89;24;1.87;0.0;1.16;54.37;2.64;https://cdn5.wyscout.com/photos/team/public/g-13290_120x120.png;28.18;0.0;0.0;Segunda Division RFEF;77.91;0.19;0.0;['ESP'];1.79;2;unknown;22;5.73;10.49;0.64;0.19;13.7;2.57;0;0.0;0.26;0.84;0;0.0;39.66;0.0;0.0;0.0;3.35;0.26;2003-01-01;0.18;0.0;64.32;ESP;0.12;0.98;41.1;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;10.0;0.06;21.95;True;Atlético Paso;3;0;3.77;15.25;['RW', 'RAMF'];2.06;0.06;0.0;0;0.0;0;1.8;8.68;D. Dambelleh;20.14;29;53.57;0.0;000000;84.44;6.37;0.27;0.0;0.51;0;0;0.0;0.0;0.0;2.7;1;RW;8.333;17.83;22.5;0.0;0.12;['Spain'];0.0;0.0;2025-06-30;25.0;4.31;2003-01-01;0.13;33.33;0.06;2.12;RAMF;0.0;22.0;0;Spain;Segunda RFEF;5.0;Extremo Derecho;Extremo;Mediocampista Ofensivo Derecho;Mediapunta;Desconocido;Desconocido
-230943;63.4;0.78;91.28;0.21;1.77;13.76;0.0;0.36;0.1;0;1824;0.0;0.05;191;3;0;0.52;48.96;79.05;63;0.42;Alejandro Revuelta Montero;61.33;atlético paso;2.49;8;1.04;0.0;0.42;100.0;0.05;https://cdn5.wyscout.com/photos/team/public/g-13290_120x120.png;11.84;0.0;0.0;Segunda Division RFEF;87.16;0.0;0.0;['ESP'];1.22;1;left;24;5.45;24.67;5.76;0.26;30.48;0.0;0;0.0;0.16;4.99;0;0.0;68.42;0.0;0.0;0.0;3.89;0.0;2000-04-16;0.2;0.0;78.71;ESP;0.06;0.0;67.98;0.0;https://cdn5.wyscout.com/photos/players/public/g-230943_100x130.png;43.24;0.0;0.0;False;Atlético Paso;4;82;5.85;0.99;['LCB', 'LCB3'];0.47;0.05;0.0;0;0.1;0;6.13;19.16;Álex Revuelta;22.6;30;60.17;0.0;000000;95.83;8.62;0.38;0.0;0.0;0;2;0.21;0.0;0.0;4.05;0;LCB;12.5;38.99;0.0;0.0;0.15;['Spain'];0.0;0.0;2025-06-30;22.22;11.32;2000-04-16;0.05;37.5;0.0;0.47;LCB3;0.0;25.0;0;Spain;Segunda RFEF;5.0;Defensa Central Izquierdo;Central;Desconocido;Desconocido;Desconocido;Desconocido
-226993;73.41;0.58;91.23;0.0;2.1;20.17;0.0;0.0;0.0;0;863;0.0;0.12;0;0;0;0.93;66.67;70.59;60;0.12;Sergio González Álvarez;53.33;atlético paso;2.45;1;0.82;0.0;0.23;0.0;0.23;https://cdn5.wyscout.com/photos/team/public/g-13290_120x120.png;8.63;0.0;0.0;Segunda Division RFEF;86.4;0.0;0.0;['ESP'];0.01;0;unknown;9;1.98;31.71;6.88;0.12;38.82;0.23;0;0.0;0.12;3.85;0;0.0;76.92;0.0;0.0;0.0;3.5;0.12;2000-09-26;0.21;0.0;80.78;ESP;0.0;0.0;62.16;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;57.63;0.0;0.0;False;Atlético Paso;2;0;6.17;1.52;['LCB', 'RCB'];0.35;0.0;0.0;0;0.0;0;10.38;25.3;S. González;23.91;25;68.54;0.0;000000;90.48;5.83;0.17;0.0;0.0;0;0;0.47;0.0;0.0;4.31;0;LCB;0.0;36.74;0.0;0.0;0.0;['Spain'];0.0;0.0;0;0.0;13.29;2000-09-26;0.0;0.0;0.0;0.23;RCB;0.0;24.0;0;Spain;Segunda RFEF;5.0;Defensa Central Izquierdo;Central;Defensa Central Derecho;Central;Desconocido;Desconocido
-225980;69.57;0.33;93.75;0.33;0.66;15.16;0.0;0.0;0.0;RCMF;346;0.0;0.0;0;0;0;0.33;70.59;44.44;37;0.33;David Martínez Laguna;42.86;atlético paso;5.27;1;0.0;0.0;0.66;0.0;0.0;https://cdn5.wyscout.com/photos/team/public/g-13290_120x120.png;8.9;0.0;0.0;Segunda Division RFEF;87.96;0.0;0.0;['ESP'];0.08;0;right;5;2.97;35.6;3.63;0.0;39.23;0.0;0;0.0;0.0;5.6;0;0.0;0.0;0.0;0.0;0.0;2.31;0.0;2000-03-11;0.26;0.0;84.03;ESP;0.03;0.0;37.04;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;45.45;0.0;0.0;False;Atlético Paso;1;0;3.56;2.31;['RDMF', 'LCMF', 'RCMF'];0.0;0.0;0.0;0;0.0;0;4.29;21.76;David Martínez;18.17;21;69.23;0.0;000000;100.0;3.63;0.0;0.0;0.0;0;0;0.0;0.0;0.0;2.31;0;RDMF;0.0;26.95;0.0;0.0;0.0;['Spain'];0.0;0.0;0;0.0;15.82;2000-03-11;0.0;0.0;0.0;0.33;LCMF;0.0;25.0;20;Spain;Segunda RFEF;5.0;Mediocampista Defensivo Derecho;Pivote;Mediocampista Central Izquierdo;Mediocampista;Mediocampista Central Derecho;Mediocampista
-133205;60.93;1.77;76.32;1.49;0.46;14.04;0.28;1.21;0.0;LB;986;0.0;0.56;177;0;0;0.56;51.52;64.55;61;0.19;Ángel Rueda Sánchez;61.29;atlético paso;4.09;2;1.12;33.33;1.21;56.25;1.67;https://cdn5.wyscout.com/photos/team/public/g-13290_120x120.png;19.06;100.0;0.0;Segunda Division RFEF;81.04;0.09;0.0;['ESP'];0.04;0;;19;10.23;19.62;7.07;0.46;28.26;1.49;0;0.0;0.19;6.14;0;0.0;32.43;0.0;0.0;0.0;2.88;0.28;2003-02-09;0.37;0.0;70.07;ESP;0.0;0.16;54.15;0.0;https://cdn5.wyscout.com/photos/players/public/g-133205_100x130.png;50.0;0.09;22.22;False;Atlético Paso;4;65;6.28;3.44;['RB', 'RB5', 'LB'];1.49;0.19;0.0;0;0.09;0;7.62;16.83;Ángel Rueda;22.31;12;70.73;0.0;000000;84.09;11.71;0.63;0.0;0.19;0;1;0.28;0.0;0.0;4.65;1;RB;0.0;31.18;12.5;0.0;0.0;['Spain'];0.0;0.0;0;18.75;7.07;2003-02-09;0.0;0.0;0.02;0.37;RB5;0.0;22.0;10;Spain;Segunda RFEF;5.0;Lateral Derecho;Lateral;Desconocido;Desconocido;Lateral Izquierdo;Lateral
-108340;63.16;1.2;91.27;2.03;0.15;8.55;0.23;1.88;0.15;0;1291;0.0;0.3;0;1;0;2.93;49.02;65.15;42;0.38;Jaime de las Marinas Gil;57.78;atlético paso;3.83;5;1.05;75.0;0.45;77.78;0.38;https://cdn5.wyscout.com/photos/team/public/g-13290_120x120.png;19.13;50.0;0.0;Segunda Division RFEF;86.03;0.08;0.0;['ESP'];0.43;1;right;14;4.95;23.63;2.25;0.53;26.25;0.23;0;0.0;0.23;3.83;0;0.0;60.2;0.0;0.0;0.0;3.38;0.08;2000-09-27;0.49;0.0;82.86;ESP;0.03;0.56;58.43;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;53.33;0.0;60.0;False;Atlético Paso;7;0;5.22;7.35;['LCMF', 'LDMF'];1.05;0.15;0.0;0;0.0;0;2.63;14.93;Jaime de las Marinas;17.62;40;51.43;0.0;000000;96.08;7.35;0.76;0.0;0.38;0;0;0.3;0.0;0.0;3.6;0;LCMF;20.0;24.98;66.67;0.0;0.07;['Spain'];0.0;0.0;0;42.86;9.45;2000-09-27;0.08;20.0;0.04;0.3;LDMF;0.0;24.0;0;Spain;Segunda RFEF;5.0;Mediocampista Central Izquierdo;Mediocampista;Mediocampista Defensivo Izquierdo;Pivote;Desconocido;Desconocido
265686;66.67;1.65;61.8;4.5;0.26;4.94;0.87;3.81;0.26;RAMF;1053;0.0;0.09;0;2;0;1.99;70.59;53.7;22;1.21;Ismael Kam Traoré;37.93;atlético paso;4.07;14;3.12;0.0;1.39;53.85;3.12;https://cdn5.wyscout.com/photos/team/public/g-13290_120x120.png;20.88;52.63;0.0;Segunda Division RFEF;77.72;0.35;0.0;['CIV'];1.63;2;left;22;4.68;16.72;1.47;0.0;21.14;1.47;0;0.0;0.87;1.47;0;0.0;42.11;0.0;0.0;0.0;2.51;0.52;1993-11-10;0.34;0.0;70.08;CIV;0.14;0.88;43.98;0.0;https://cdn5.wyscout.com/photos/players/public/g265686_100x130.png;70.59;0.09;27.78;False;Atlético Paso;4;0;3.56;11.52;['RW', 'LW', 'RAMF'];2.86;1.65;0.0;0;0.0;0;3.03;12.91;I. Traoré;18.11;19;80.0;0.0;000000;89.36;4.5;0.0;0.0;0.87;0;0;0.09;0.0;0.0;1.99;1;RW;14.286;15.25;0.0;0.0;0.17;"[""Côte d'Ivoire""]";0.0;0.0;2025-06-30;42.42;7.71;1993-11-10;0.17;42.86;0.08;2.69;LW;0.0;31.0;14;Côte d'Ivoire;Segunda RFEF;5.0;Extremo Derecho;Extremo;Extremo Izquierdo;Extremo;Mediocampista Ofensivo Derecho;Mediapunta
456236;61.02;0.88;74.36;0.7;0.0;10.37;0.7;2.11;0.0;LW;530;0.0;0.0;172;0;0;0.7;47.83;37.93;69;1.23;Francisco Perujo Segura;66.67;atlético paso;3.16;7;0.7;0.0;1.05;75.0;2.29;https://cdn5.wyscout.com/photos/team/public/g-13290_120x120.png;11.25;46.15;0.0;Segunda Division RFEF;80.61;0.0;0.18;['ESP'];0.84;0;left;10;5.1;17.23;5.1;0.35;24.08;0.0;0;0.18;0.35;4.04;0;100.0;61.54;0.0;0.0;1.05;2.11;0.18;1995-02-16;0.34;0.0;70.07;ESP;0.15;0.56;50.0;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;48.28;0.0;46.15;False;Atlético Paso;2;66;5.04;2.29;['LB', 'LB5', 'LW'];2.46;2.29;0.0;0;0.0;0;6.5;16.7;Paco Perujo;22.12;18;64.86;0.0;000000;88.89;5.98;0.48;0.88;0.35;0;0;0.53;0.0;0.0;3.69;0;LB;0.0;25.81;0.0;0.0;0.0;['Spain'];0.0;0.0;2025-06-30;42.86;6.86;1995-02-16;0.0;42.86;0.1;0.35;LB5;0.0;30.0;11;Spain;Segunda RFEF;5.0;Lateral Izquierdo;Lateral;Desconocido;Desconocido;Extremo Izquierdo;Extremo
-705242;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;28;0.0;0.0;0;0;0;0.0;0.0;0.0;75;0.0;Oliva Urri Guillermo;0.0;san fernando;0.0;0;0.0;0.0;0.0;0.0;0.0;https://cdn5.wyscout.com/photos/team/public/g9706_120x120.png;0.0;0.0;0.0;Segunda Division RFEF;0.0;0.0;0.0;['ESP'];0.0;0;;1;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;ESP;0.0;0.0;0.0;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;0.0;0.0;0.0;False;San Fernando;0;0;11.25;0.0;['LCMF', 'AMF'];0.0;0.0;0.0;0;0.0;0;0.0;0.0;O. Guillermo;18.84;24;0.0;0.0;000000;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0;LCMF;0.0;41.22;0.0;0.0;0.0;['Spain'];0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;AMF;0.0;0.0;0;Spain;Segunda RFEF;4.0;Mediocampista Central Izquierdo;Mediocampista;Mediocampista Ofensivo;Mediapunta;Desconocido;Desconocido
-697861;90.91;2.5;54.17;5.42;0.42;4.58;0.83;5.42;0.42;CF;216;0.0;0.0;0;0;0;0.83;83.33;57.14;51;4.17;José  Antonio Hernández Luna;50.0;san fernando;8.33;10;2.08;0.0;1.67;69.23;3.33;https://cdn5.wyscout.com/photos/team/public/g9706_120x120.png;27.5;0.0;0.0;Segunda Division RFEF;86.54;0.0;0.0;['ESP'];0.53;0;;5;8.75;21.67;2.5;0.0;27.5;2.5;0;0.0;0.0;2.5;0;0.0;53.13;0.0;0.0;0.42;1.67;1.25;2003-12-31;0.0;0.0;75.76;ESP;0.22;0.0;48.48;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;50.0;0.0;25.0;False;San Fernando;0;0;1.36;13.33;['AMF', 'LAMF', 'CF'];2.08;0.83;0.0;0;0.0;0;2.92;12.92;J. Antonio Hernández Luna;19.9;22;57.14;0.0;000000;95.0;5.83;0.0;0.83;0.0;0;0;0.0;0.0;0.0;0.83;0;AMF;0.0;28.06;33.33;0.0;0.0;['Spain'];0.0;0.0;0;20.0;10.0;2003-12-31;0.0;20.0;0.0;2.08;LAMF;0.0;21.0;10;Spain;Segunda RFEF;4.0;Mediocampista Ofensivo;Mediapunta;Mediocampista Ofensivo Izquierdo;Mediapunta;Delantero Centro;Delantero
-697505;50.0;0.0;100.0;0.51;0.0;5.06;0.0;0.0;0.0;0;178;0.0;0.0;0;0;0;0.51;66.67;83.33;96;1.52;José González;52.94;cádiz b;2.53;3;1.01;0.0;3.03;0.0;0.0;https://cdn5.wyscout.com/photos/team/public/g9695_120x120.png;17.19;0.0;0.0;Segunda Division RFEF;66.67;0.51;0.0;['ESP'];0.69;0;;4;3.03;9.1;0.51;0.0;9.61;0.0;0;0.0;0.51;1.52;0;0.0;11.11;0.0;0.0;0.0;8.6;0.0;2007-02-25;0.0;0.0;68.42;ESP;0.35;0.25;47.06;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;100.0;0.0;0.0;False;Cádiz B;0;0;3.0;4.55;['CF'];1.01;0.0;0.0;0;0.0;0;1.01;12.13;J. González;13.12;0;100.0;0.0;1844a2;100.0;4.55;0.0;0.0;1.01;0;0;0.0;0.0;0.0;2.02;0;CF;0.0;10.13;0.0;0.0;0.0;['Spain'];0.0;0.0;0;0.0;0.51;2007-02-25;0.0;0.0;0.13;3.03;0;0.0;18.0;0;Spain;Segunda RFEF;4.0;Delantero Centro;Delantero;Desconocido;Desconocido;Desconocido;Desconocido
-697504;62.5;2.47;71.43;2.47;0.99;3.96;0.49;1.48;0.0;RW;182;0.0;0.0;0;0;0;0.99;100.0;58.82;61;0.49;Marlon Pérez;40.0;cádiz b;10.38;1;1.48;0.0;2.47;40.0;1.98;https://cdn5.wyscout.com/photos/team/public/g9695_120x120.png;27.2;33.33;0.0;Segunda Division RFEF;81.4;0.0;0.0;['ESP'];0.02;0;;4;8.41;21.26;1.98;0.49;25.22;0.49;0;0.0;0.99;1.48;0;0.0;25.0;0.0;0.0;0.0;4.95;0.49;2006-01-01;0.0;0.0;76.47;ESP;0.01;0.0;36.36;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;75.0;0.0;25.0;False;Cádiz B;0;0;4.86;9.89;['LAMF', 'LW', 'RW'];1.98;1.48;0.0;0;0.0;0;2.97;11.37;M. Pérez;17.3;13;50.0;0.0;1844a2;85.71;8.41;0.81;0.0;0.0;0;0;0.0;0.0;0.0;2.97;0;LAMF;0.0;16.1;0.0;0.0;0.0;['Spain'];0.0;0.0;0;50.0;6.92;2006-01-01;0.0;0.0;0.0;0.49;LW;0.0;19.0;12;Spain;Segunda RFEF;4.0;Mediocampista Ofensivo Izquierdo;Mediapunta;Extremo Izquierdo;Extremo;Extremo Derecho;Extremo
-687321;33.33;2.35;49.06;3.26;0.0;6.26;1.3;3.65;0.26;RWF;690;0.0;0.65;0;4;0;1.43;22.73;63.33;52;1.43;Ismael Álvarez;50.0;cádiz b;3.39;11;0.78;0.0;2.22;56.0;5.22;https://cdn5.wyscout.com/photos/team/public/g9695_120x120.png;25.43;0.0;0.0;Segunda Division RFEF;66.67;0.26;0.0;['ESP'];3.16;4;;9;7.83;13.3;2.87;0.52;21.13;5.09;0;0.0;0.52;2.87;0;0.0;43.94;0.13;0.0;0.13;5.22;0.52;2007-10-18;0.0;0.0;49.38;ESP;0.41;0.8;49.23;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;22.73;0.0;20.0;False;Cádiz B;0;0;4.02;8.61;['RW', 'RAMF', 'RWF'];4.57;0.13;0.0;0;0.0;0;4.57;14.22;I. Álvarez;23.83;36;62.86;0.0;1844a2;84.62;8.35;0.73;0.13;0.65;0;0;0.13;0.0;0.0;2.87;0;RW;36.364;38.96;20.51;0.0;0.52;['Spain'];0.0;0.0;0;25.71;6.91;2007-10-18;0.52;54.55;0.1;2.87;RAMF;0.0;17.0;10;Spain;Segunda RFEF;4.0;Extremo Derecho;Extremo;Mediocampista Ofensivo Derecho;Mediapunta;Delantero Extremo Derecho;Delantero
-674277;66.67;2.14;96.77;1.43;0.0;15.0;0.0;1.07;0.0;LCMF;252;0.0;0.36;0;0;0;1.43;66.67;60.87;32;0.71;Peter Twizard Mulenga;50.0;cádiz b;2.5;2;1.07;0.0;0.71;75.0;0.0;https://cdn5.wyscout.com/photos/team/public/g9695_120x120.png;22.14;0.0;0.0;Segunda Division RFEF;89.58;0.36;0.0;['ZAM'];0.01;0;;8;8.21;34.29;3.21;1.07;37.5;0.0;0;0.0;1.43;7.5;0;0.0;47.06;0.0;0.0;0.0;5.71;0.0;2005-04-18;0.36;0.0;85.71;ZAM;0.0;0.01;54.84;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;44.44;0.0;0.0;False;Cádiz B;1;0;9.41;6.07;['RDMF', 'RCMF', 'LCMF'];1.43;0.0;0.0;0;0.36;0;4.64;22.5;P. Twizard;18.16;30;84.62;0.0;1844a2;100.0;11.79;1.76;0.0;0.71;0;1;0.0;0.0;0.0;5.71;0;RDMF;0.0;26.41;0.0;0.0;0.0;['Zambia'];0.0;0.0;0;25.0;11.07;2005-04-18;0.0;0.0;0.0;0.71;RCMF;0.0;20.0;24;Zambia;Segunda RFEF;4.0;Mediocampista Defensivo Derecho;Pivote;Mediocampista Central Derecho;Mediocampista;Mediocampista Central Izquierdo;Mediocampista
-674276;42.86;2.16;86.36;5.76;0.0;10.08;1.44;5.04;0.72;LW;125;0.0;0.72;0;0;0;0.0;62.5;45.45;37;5.04;Marcos Rodríguez Espinosa;66.67;cádiz b;4.32;7;5.76;0.0;2.16;50.0;3.6;https://cdn5.wyscout.com/photos/team/public/g9695_120x120.png;23.76;33.33;0.0;Segunda Division RFEF;88.57;0.0;0.0;['ESP'];0.15;0;;6;7.92;25.2;6.48;0.0;34.56;1.44;0;0.72;1.44;5.76;0;0.0;46.15;0.0;0.0;0.72;4.32;0.0;2002-12-08;0.0;0.0;75.0;ESP;0.11;0.29;48.48;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;33.33;0.0;40.0;False;Cádiz B;0;0;6.52;9.36;['RCMF', 'LAMF', 'LW'];5.04;2.16;0.0;0;0.0;0;6.48;16.56;Marcos Rodríguez;25.6;29;100.0;0.0;1844a2;100.0;7.2;0.0;0.72;1.44;0;0;0.0;0.0;0.0;3.6;0;RCMF;0.0;33.35;50.0;0.0;0.0;['Spain'];0.0;0.0;0;42.86;15.84;2002-12-08;0.0;14.29;0.21;3.6;LAMF;0.0;22.0;18;Spain;Segunda RFEF;4.0;Mediocampista Central Derecho;Mediocampista;Mediocampista Ofensivo Izquierdo;Mediapunta;Extremo Izquierdo;Extremo
-642300;69.57;0.85;91.89;0.0;1.27;9.74;0.0;0.0;0.21;0;425;0.0;0.0;0;0;0;0.21;68.42;52.38;64;0.21;Juan Manuel Escobar Ortega;61.54;san fernando;5.08;1;0.21;0.0;0.0;0.0;0.21;https://cdn5.wyscout.com/photos/team/public/g9706_120x120.png;8.68;0.0;0.0;Segunda Division RFEF;85.98;0.0;0.0;['ESP'];0.0;0;;5;4.45;22.66;2.75;0.0;25.62;0.0;0;0.0;0.0;4.02;0;0.0;25.0;0.0;0.0;0.0;2.75;0.0;2002-04-20;0.42;0.0;82.64;ESP;0.0;0.0;56.1;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;61.54;0.0;0.0;False;San Fernando;2;0;2.94;0.85;['RDMF', 'RCMF'];0.42;0.21;0.0;0;0.0;0;4.24;16.31;J. Manuel Escobar Ortega;18.87;35;60.0;0.0;000000;91.67;4.45;0.0;0.0;0.0;0;0;0.21;0.0;0.0;2.12;0;RDMF;0.0;37.9;0.0;0.0;0.0;['Spain'];0.0;0.0;0;0.0;7.84;2002-04-20;0.0;0.0;0.0;0.0;RCMF;0.0;23.0;0;Spain;Segunda RFEF;4.0;Mediocampista Defensivo Derecho;Pivote;Mediocampista Central Derecho;Mediocampista;Desconocido;Desconocido
-639794;64.51;0.98;72.26;0.68;0.26;13.8;0.77;0.98;0.26;0;2113;0.0;0.34;0;0;0;0.94;57.72;58.43;98;0.51;Juan Diaz;64.56;cádiz b;3.02;12;1.11;0.0;1.28;43.75;2.39;https://cdn5.wyscout.com/photos/team/public/g9695_120x120.png;15.59;0.0;0.0;Segunda Division RFEF;79.08;0.13;0.0;['COL'];1.45;0;;23;7.58;20.36;4.47;0.34;27.17;2.39;0;0.0;0.13;5.24;0;0.0;34.62;0.0;0.0;0.0;3.36;0.43;2001-05-20;0.13;0.04;68.18;COL;0.06;0.5;53.55;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;41.9;0.0;25.0;False;Cádiz B;3;0;8.51;2.21;['RB'];2.34;0.0;0.0;0;0.0;0;7.41;15.59;J. Diaz;22.52;0;64.94;0.0;1844a2;91.55;11.07;0.46;0.04;0.34;0;0;0.21;0.0;0.0;6.3;0;RB;0.0;40.5;25.0;0.0;0.0;['Colombia'];0.0;0.0;2026-06-30;32.73;6.6;2001-05-20;0.0;16.67;0.02;1.02;0;0.0;23.0;0;Colombia;Segunda RFEF;4.0;Lateral Derecho;Lateral;Desconocido;Desconocido;Desconocido;Desconocido
-625603;63.76;1.34;80.67;1.14;0.5;11.36;0.35;1.04;0.15;0;1815;0.0;0.4;0;1;0;1.09;62.14;57.86;66;1.04;Raúl Lopez Pozuelo;29.63;cádiz b;5.4;21;0.5;25.0;0.79;47.83;1.09;https://cdn5.wyscout.com/photos/team/public/g9695_120x120.png;17.11;25.0;0.0;Segunda Division RFEF;81.1;0.2;0.0;['ESP'];1.05;1;;28;7.88;31.49;3.27;1.14;35.85;0.84;0;0.0;0.6;5.11;0;0.0;38.36;0.1;0.0;0.05;2.68;0.2;2006-02-09;0.25;0.0;75.8;ESP;0.05;0.56;47.83;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;42.42;0.1;22.73;False;Cádiz B;5;0;5.95;3.62;['RCMF'];1.83;0.2;50.0;0;0.0;0;6.45;19.79;R. Lopez Pozuelo;19.1;0;60.0;0.0;1844a2;89.91;10.02;1.57;0.15;0.64;0;0;0.25;0.0;0.0;4.31;2;RCMF;4.762;32.42;23.53;0.0;0.05;['Spain'];0.0;0.0;0;37.84;13.34;2006-02-09;0.05;19.05;0.03;1.04;0;0.0;19.0;0;Spain;Segunda RFEF;4.0;Mediocampista Central Derecho;Mediocampista;Desconocido;Desconocido;Desconocido;Desconocido
-620133;59.35;1.28;93.2;0.8;1.97;11.38;0.21;0.69;0.32;0;1693;0.0;0.64;0;0;0;1.06;53.77;66.07;61;0.27;Pablo Barea Atienza;32.56;cádiz b;3.83;5;0.32;33.33;0.64;53.33;0.48;https://cdn5.wyscout.com/photos/team/public/g9695_120x120.png;13.34;0.0;0.0;Segunda Division RFEF;88.83;0.11;0.05;['ESP'];0.56;0;unknown;21;5.95;20.95;6.54;0.21;27.86;0.48;0;0.0;0.05;5.63;0;0.0;56.0;0.05;0.0;0.16;2.29;0.05;2005-03-24;0.32;0.0;78.05;ESP;0.03;0.25;54.18;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;45.53;0.0;55.56;False;Cádiz B;6;0;5.34;2.66;['RCB', 'RB'];1.06;0.0;0.0;0;0.05;0;6.11;18.92;P. Atienza;25.44;30;74.78;0.0;1844a2;93.06;8.03;0.29;0.0;0.21;0;1;0.58;0.0;0.0;3.88;0;RCB;0.0;40.07;55.56;0.0;0.0;['Spain'];0.0;0.0;0;25.0;10.95;2005-03-24;0.0;0.0;0.01;0.32;RB;0.0;20.0;0;Spain;Segunda RFEF;4.0;Defensa Central Derecho;Central;Lateral Derecho;Lateral;Desconocido;Desconocido
-620130;67.01;0.34;96.13;0.55;2.26;19.96;0.07;0.55;0.07;RCB3;1312;0.0;0.75;0;0;0;0.89;53.92;63.16;51;0.34;Marco Viciana Rodríguez;47.92;cádiz b;3.16;5;1.3;18.18;0.34;75.0;0.21;https://cdn5.wyscout.com/photos/team/public/g9695_120x120.png;11.52;0.0;0.0;Segunda Division RFEF;91.12;0.0;0.07;['ESP'];0.04;0;unknown;19;5.21;37.87;6.86;0.07;44.86;0.21;0;0.0;0.21;7.0;0;0.0;70.37;0.07;0.0;0.0;3.29;0.07;2005-06-01;0.0;0.07;82.72;ESP;0.0;0.03;58.93;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;37.0;0.0;33.33;False;Cádiz B;0;0;5.84;1.85;['RCB', 'RB', 'RCB3'];1.58;0.0;0.0;0;0.0;0;8.37;29.22;M. Rodríguez;20.75;18;68.85;0.0;1844a2;100.0;7.41;0.1;0.0;0.14;0;0;0.62;0.0;0.0;4.05;0;RCB;0.0;33.3;33.33;0.0;0.0;['Spain'];0.0;0.0;0;26.09;19.48;2005-06-01;0.0;20.0;0.0;0.27;RB;0.0;19.0;13;Spain;Segunda RFEF;4.0;Defensa Central Derecho;Central;Lateral Derecho;Lateral;Desconocido;Desconocido
